binary,os_type,language,modules/libraries,third party libraries,primitive,algorithm,crypto_library,key_length,parameters
/bin/nmcli,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libreadline.so.8', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libtinfo.so.6', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ssl,SSL,nettle,unknown,version=2.0
/bin/nmcli,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libreadline.so.8', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libtinfo.so.6', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ipsec,IPSec,nettle,unknown,none
/bin/nmcli,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libreadline.so.8', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libtinfo.so.6', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ssh,SSH,nettle,unknown,version=1.0
/bin/nmcli,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libreadline.so.8', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libtinfo.so.6', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,SEED,nettle,unknown,none
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,DES,nettle,56,none
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,ARIA,nettle,unknown,none
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],hash-function,MD5,nettle,unknown,none
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],tls,TLS,nettle,unknown,version=1.0
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ssl,SSL,nettle,unknown,version=2.0
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ipsec,IPSec,nettle,unknown,none
/bin/nmtui,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,SEED,nettle,unknown,none
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,DES,nettle,56,none
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,ARIA,nettle,unknown,none
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],hash-function,MD5,nettle,unknown,none
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],tls,TLS,nettle,unknown,version=1.0
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ssl,SSL,nettle,unknown,version=2.0
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],ipsec,IPSec,nettle,unknown,none
/bin/nmtui-connect,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,SEED,nettle,unknown,none
/bin/nmtui-edit,unix,C,"['/lib/x86_64-linux-gnu/libnm.so.0', '/lib/x86_64-linux-gnu/libgio-2.0.so.0', '/lib/x86_64-linux-gnu/libgobject-2.0.so.0', '/lib/x86_64-linux-gnu/libgmodule-2.0.so.0', '/lib/x86_64-linux-gnu/libglib-2.0.so.0', '/lib/x86_64-linux-gnu/libnewt.so.0.52', '/lib/x86_64-linux-gnu/libc.so.6', '/lib/x86_64-linux-gnu/libgnutls.so.30', '/lib/x86_64-linux-gnu/libudev.so.1', '/lib/x86_64-linux-gnu/libz.so.1', '/lib/x86_64-linux-gnu/libmount.so.1', '/lib/x86_64-linux-gnu/libselinux.so.1', '/lib/x86_64-linux-gnu/libffi.so.8', '/lib/x86_64-linux-gnu/libm.so.6', '/lib/x86_64-linux-gnu/libpcre2-8.so.0', '/lib/x86_64-linux-gnu/libslang.so.2', '/lib/x86_64-linux-gnu/libp11-kit.so.0', '/lib/x86_64-linux-gnu/libidn2.so.0', '/lib/x86_64-linux-gnu/libunistring.so.5', '/lib/x86_64-linux-gnu/libtasn1.so.6', '/lib/x86_64-linux-gnu/libnettle.so.8', '/lib/x86_64-linux-gnu/libhogweed.so.6', '/lib/x86_64-linux-gnu/libgmp.so.10', '/lib/x86_64-linux-gnu/libcap.so.2', '/lib/x86_64-linux-gnu/libblkid.so.1']",[],block-cipher,DES,nettle,56,none
